,index,age,campaign_connect_times,after_campaign_connect_day,before_campaign_connect_times,employment_rate,consumer_price_index,consumer_confidence_index,euducation_level_high,euducation_level_low,euducation_level_medium,job_employment,job_retired,job_student,job_unemployed,marital_divorced,marital_married,marital_single,marital_unknown,have_credit_card_no,have_credit_card_unknown,have_credit_card_yes,have_housing_loan_no,have_housing_loan_unknown,have_housing_loan_yes,have_personal_loan_no,have_personal_loan_unknown,have_personal_loan_yes,connect_method_cellular,connect_method_telephone,previous_connect_month_3.0,previous_connect_month_4.0,previous_connect_month_5.0,previous_connect_month_6.0,previous_connect_month_7.0,previous_connect_month_8.0,previous_connect_month_9.0,previous_connect_month_10.0,previous_connect_month_11.0,previous_connect_month_12.0,previous_connect_weekday_Friday,previous_connect_weekday_Monday,previous_connect_weekday_Thursday,previous_connect_weekday_Tuesday,previous_connect_weekday_Wednesday,last_campaign_outcomes_failure,last_campaign_outcomes_nonexistent,last_campaign_outcomes_success,pca_0,pca_1,pca_2,um_0,um_1
85,85,44.0,2.0,-1.0,0.0,61.4,93.444,-36.1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-19463.99889615319,-7.170439594082217,3.816415077858479,2.868976,21.122025
86,86,41.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-19462.998985217506,-6.6207813595024465,0.8100311085097516,2.8394904,21.134127
87,87,45.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-19461.999043643023,-6.619754619214619,4.804170919620958,2.8763766,21.116596
88,88,43.0,30.0,-1.0,0.0,61.4,93.918,-42.7,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-19460.998979026954,-6.694756042757586,2.727949837186271,2.8321223,21.139137
89,89,33.0,5.0,-1.0,1.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-19459.99860032942,-7.721787553730858,-7.357483224795007,2.7967284,21.153149
90,90,40.0,3.0,-1.0,0.0,58.2,93.075,-47.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-19458.998745881854,-7.538244433898306,-0.3760068999736296,2.768255,21.166727
91,91,35.0,4.0,-1.0,2.0,57.1,92.201,-31.4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-19457.998468506434,-8.413834621017243,-5.0986601705898735,2.752802,21.173697
92,92,38.0,2.0,-1.0,1.0,58.2,93.075,-47.1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-19456.99871742723,-7.5381582511979435,-2.37687077295666,2.7192662,21.190992
93,93,44.0,2.0,-1.0,0.0,58.2,93.075,-47.1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-19455.998804478404,-7.5367854081398304,3.6222560915725808,2.7633862,21.168404
94,94,37.0,2.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-19454.99903806215,-6.148276334095515,-3.2909546975352617,2.6403952,21.222887
95,95,31.0,1.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-19453.998821010508,-6.696157150840587,-9.309216763557995,2.6286557,21.224993
96,96,41.0,8.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-19452.998961646335,-6.693805108516042,0.7038218164594497,2.7241502,21.185022
97,97,33.0,1.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-19451.998604150085,-7.720017431118585,-7.369924729982881,2.6249166,21.227707
98,98,33.0,2.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-19450.998737525908,-7.169415333177291,-7.191543235569665,2.577479,21.245663
99,99,34.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-19449.99888586876,-6.618993564274077,-6.199671509964834,2.6013186,21.235624
100,100,20.0,2.0,3.0,3.0,56.6,92.649,-30.1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-19448.998362198156,-7.966693841984264,-20.075813229167476,2.5374017,21.261927
101,101,28.0,6.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-19447.99879619494,-6.6195461701738445,-12.185644136781233,2.544468,21.261253
102,102,28.0,1.0,-1.0,0.0,61.4,93.918,-42.7,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-19446.998777621913,-6.695068865289548,-12.29678661306951,2.5210855,21.271017
103,103,51.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-19445.999130569275,-6.614764633191324,10.808565238930795,2.3287928,21.342249
104,104,40.0,2.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-19444.999081940998,-6.145286536715868,-0.2848023820598989,2.4689841,21.290308
105,105,61.0,2.0,-1.0,0.0,56.6,92.379,-29.8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-19443.99888838323,-8.22766043220221,20.925308276158876,2.1726382,21.403944
106,106,59.0,2.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-19442.999244958304,-6.612454424984391,18.80523025079028,2.1322742,21.41632
107,107,28.0,1.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-19441.99853229375,-7.718572759596716,-12.358022219938603,2.4039147,21.314308
108,108,31.0,2.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-19440.998708518146,-7.167388856291803,-9.183297224295925,2.393477,21.3216
109,109,30.0,2.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-19439.998806510175,-6.69296353517454,-10.3001523784174,2.3475559,21.335453
110,110,34.0,2.0,-1.0,1.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-19438.998617365647,-7.716627888780858,-6.359850074378813,2.3367295,21.339577
111,111,52.0,1.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-19437.99914404636,-6.612644257339281,11.805618964271725,2.1484761,21.416454
112,112,42.0,8.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-19436.99910809037,-6.142825889397712,1.7202791050485609,2.2119024,21.386614
113,113,75.0,8.0,3.0,1.0,56.6,92.649,-30.1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-19435.99915167349,-7.9528406195116625,34.92834215605408,2.0856998,21.434221
114,114,37.0,3.0,-1.0,0.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-19434.998660718735,-7.715085519795008,-3.3626052615435484,2.2281694,21.38133
115,115,47.0,2.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-19433.999072059607,-6.612630086060414,6.8136947377347115,2.0732348,21.43901
116,116,30.0,2.0,-1.0,1.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-19432.998560505897,-7.715966208264758,-10.36764032436193,2.2170007,21.384518
117,117,32.0,1.0,-1.0,1.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-19431.998663515165,-7.408655206250171,-8.295027583746238,2.201487,21.390406
118,118,34.0,2.0,-1.0,0.0,58.2,93.075,-47.1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-19430.9986618637,-7.532705546560051,-6.383953737549834,2.1908777,21.394728
119,119,56.0,2.0,-1.0,0.0,57.1,92.201,-31.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-19429.998772744544,-8.403154887006684,15.895515452993823,2.0767338,21.436186
120,120,60.0,1.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-19428.99923956941,-6.6845476206323955,19.69732322062613,2.0669467,21.439295
121,121,43.0,1.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-19427.998882548527,-7.161989682190137,2.813515762505732,2.0498793,21.445206
122,122,49.0,1.0,-1.0,1.0,59.9,93.2,-42.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-19426.99890938571,-7.404166360710668,8.70772202358284,2.008455,21.460062
123,123,36.0,1.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-19425.998647514025,-7.713204899526199,-4.362760719996182,2.0552423,21.443335
124,124,24.0,5.0,-1.0,0.0,61.4,93.918,-42.7,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-19424.99871925963,-6.690411981525097,-16.300153054621887,2.0125747,21.459015
125,125,45.0,1.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-19423.99902316101,-6.68624389703728,4.696575235483805,2.0152986,21.457756
126,126,40.0,1.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-19422.99883981116,-7.161362107232131,-0.19377721518277444,1.9609032,21.4786
127,127,53.0,2.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-19421.9991592269,-6.608569488527167,12.80775276566127,1.9911352,21.468636
128,128,31.0,1.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-19420.998709899963,-7.162604033084188,-9.191893703922325,1.9266098,21.488636
129,129,29.0,4.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-19419.998545583097,-7.713016192988839,-11.358030448672741,1.9256048,21.490599
130,130,59.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-19418.99924553755,-6.60673952480706,18.81085587203957,1.967271,21.470974
131,131,38.0,3.0,-1.0,0.0,59.9,93.2,-42.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-19417.998750328752,-7.40409393654833,-2.28869456323984,1.8090193,21.570625
132,132,45.0,3.0,-1.0,0.0,58.2,93.075,-47.1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-19416.998819202843,-7.527193564882758,4.62331201920986,1.8669052,21.510628
133,133,34.0,9.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-19415.99888322169,-6.610613526748242,-6.180214347069891,1.8045022,21.52878
134,134,37.0,2.0,-1.0,1.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-19414.998735444955,-7.403575362697544,-3.283080934334988,1.830046,21.521395
135,135,32.0,11.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-19413.998831527417,-6.686079762051914,-8.291476191801598,1.775691,21.538109
136,136,39.0,3.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-19412.998690022145,-7.709434285697155,-1.3606186527750692,1.7801666,21.53984
137,137,34.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-19411.99888586567,-6.609859525389139,-6.191252902058409,1.7396562,21.55159
138,138,62.0,1.0,-1.0,0.0,56.6,92.379,-29.8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-19410.998903961627,-8.219551742151333,21.921695257062083,1.7430261,21.541859
139,139,35.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-19409.998900698458,-6.609159107090988,-5.187822775736848,1.6977296,21.56536
140,140,39.0,4.0,-1.0,0.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-19408.99876442957,-7.401723758525368,-1.2935222531842905,1.6963564,21.565676
141,141,25.0,2.0,-1.0,2.0,57.1,92.201,-31.4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,-19407.998326425975,-8.403777627731825,-15.104098579733536,1.6162231,21.591852
142,142,29.0,1.0,-1.0,0.0,58.3,94.215,-40.3,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-19406.998866595328,-6.388342878967013,-11.26559946845039,1.6114315,21.589651
143,143,40.0,6.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-19405.99908166933,-6.135805557120186,-0.28337438757518063,1.6757519,21.570755
144,144,42.0,1.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-19404.999001136428,-6.6066265535098045,1.808279917625517,1.6044626,21.589909
145,145,35.0,2.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-19403.999011686963,-6.136376013683265,-5.285584386582078,1.656799,21.53407
146,146,24.0,1.0,-1.0,1.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-19402.998474695716,-7.7099360380525725,-16.363542503532287,1.5659695,21.601807
147,147,32.0,1.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-19401.998857657552,-6.607837793381977,-8.198386957054877,1.5654184,21.60654
148,148,31.0,1.0,-1.0,0.0,59.9,93.2,-42.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-19400.998650466725,-7.401441927824016,-9.29532180269306,1.6120498,21.61085
149,149,73.0,3.0,6.0,2.0,57.0,92.713,-33.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-19399.99914175063,-7.880527738375509,32.87856410281469,1.279675,21.65392
150,150,31.0,1.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-19398.998709857904,-7.157335007950532,-9.191663190538478,1.5110389,21.616709
151,151,25.0,1.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-19397.998736244135,-6.683862034297376,-15.299882878368189,1.4610429,21.62876
152,152,31.0,1.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-19396.998843530742,-6.606818394584801,-9.197617385322108,1.4568236,21.631718
153,153,45.0,2.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-19395.999044538195,-6.60385777354206,4.808842974332328,1.3777452,21.633791
154,154,26.0,6.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-19394.99874872617,-6.6828107076291365,-14.295174192352347,1.3961025,21.645441
155,155,48.0,3.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-19393.99908791975,-6.602786048041605,7.811801325814695,1.3099163,21.658354
156,156,49.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-19392.99910216786,-6.602410279946663,8.809839105450326,1.2867925,21.66693
157,157,37.0,2.0,-1.0,0.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-19391.998662233676,-7.704793835739412,-3.368593876282366,1.3392354,21.659151
158,158,39.0,1.0,-1.0,0.0,59.8,92.756,-45.9,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-19390.998658114393,-7.841246483172414,-1.3555258704858384,1.2962375,21.668518
159,159,34.0,2.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-19389.998865100264,-6.680167992181573,-6.299576404653859,1.3233377,21.670555
160,160,32.0,2.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-19388.998725056463,-7.1546942176266075,-8.19084945799201,1.3470992,21.653881
161,161,51.0,7.0,-1.0,0.0,61.4,93.444,-36.1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-19387.998995462804,-7.150690785202447,10.824709979417714,1.2030048,21.677116
162,162,30.0,1.0,-1.0,0.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-19386.998562425095,-7.704961275508391,-10.364866669459484,1.2986944,21.66471
163,163,35.0,1.0,-1.0,0.0,58.2,92.893,-46.2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-19385.998634002746,-7.7037781916661405,-5.355186834884671,1.2472664,21.674227
164,164,54.0,1.0,-1.0,0.0,61.4,93.444,-36.1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-19384.999042011543,-7.1495426181960795,13.812017488804923,1.0588766,21.715128
165,165,28.0,5.0,-1.0,0.0,57.1,92.963,-40.8,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-19383.998550188262,-7.634845160619759,-12.269374277058558,1.222869,21.680704
166,166,41.0,1.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-19382.998967841973,-6.677154392886826,0.690021981659407,1.2054758,21.68127
167,167,67.0,2.0,5.0,5.0,58.9,94.767,-50.8,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-19381.999543232043,-5.8222470499305645,26.564513577731077,1.0495465,21.699905
168,168,98.0,1.0,2.0,2.0,56.6,92.431,-26.9,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-19380.99943657873,-8.153552418490523,57.98196460272886,0.9692103,21.708025
169,169,29.0,6.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-19379.99867953179,-7.153020512552863,-11.186374973604678,1.177258,21.693386
170,170,88.0,3.0,-1.0,0.0,58.2,92.843,-50.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-19378.999383714323,-7.741581151561505,47.570741319673324,0.9180921,21.715593
171,171,20.0,1.0,-1.0,0.0,57.1,92.469,-33.6,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-19377.998320364073,-8.129497250323187,-20.145636479626543,1.187024,21.684021
172,172,36.0,1.0,-1.0,1.0,57.1,92.963,-40.8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-19376.998666365274,-7.631670786119372,-4.265479618458178,1.0687598,21.703037
